"Date","High","Low","Open","Close","Volume"
"2015-05-21",47.599998,47.009998,47.279999,47.419998,22410700
"2015-05-22",47.349998,46.82,47.299999,46.900002,25720600
"2015-05-26",46.880001,46.189999,46.830002,46.59,29581900
"2015-05-27",47.77,46.619999,46.82,47.610001,27335600
"2015-05-28",48.02,47.389999,47.5,47.450001,19283700
"2015-05-29",47.57,46.59,47.43,46.860001,36519600
"2015-06-01",47.77,46.619999,47.060001,47.23,28837300
"2015-06-02",47.349998,46.619999,46.93,46.919998,21498300
"2015-06-03",47.740002,46.82,47.369999,46.849998,28002200
"2015-06-04",47.16,46.200001,46.790001,46.360001,27745500
"2015-06-05",46.52,45.84,46.310001,46.139999,25438100
"2015-06-08",46.43,45.669998,46.299999,45.73,22121600
"2015-06-09",45.939999,45.459999,45.759998,45.650002,24406100
"2015-06-10",46.830002,45.689999,45.790001,46.610001,28417400
"2015-06-11",46.919998,46.130001,46.66,46.439999,27347800
"2015-06-12",46.470001,45.900002,46.220001,45.970001,23931000
"2015-06-15",45.650002,45.02,45.450001,45.48,33254500
"2015-06-16",46.240002,45.299999,45.349998,45.830002,27070300
"2015-06-17",46.07,45.360001,45.73,45.970001,28704100
"2015-06-18",46.799999,46.169998,46.220001,46.720001,32658300
"2015-06-19",46.830002,45.990002,46.790001,46.099998,63837000
"2015-06-22",46.720001,46.16,46.330002,46.23,20318100
"2015-06-23",46.279999,45.619999,46.130001,45.91,25896500
"2015-06-24",46.25,45.549999,45.669998,45.639999,34890900
"2015-06-25",46.060001,45.5,46.029999,45.650002,20616000
"2015-06-26",46.279999,45.029999,45.650002,45.259998,49835300
"2015-06-29",45.23,44.360001,45.040001,44.369999,34081700
"2015-06-30",44.720001,43.939999,44.709999,44.150002,35945400
"2015-07-01",45.23,44.099998,44.459999,44.450001,28343900
"2015-07-02",44.75,44.060001,44.48,44.400002,21752000
"2015-07-06",44.48,43.950001,43.959999,44.389999,23034000
"2015-07-07",44.490002,43.32,44.34,44.299999,36435800
"2015-07-08",44.900002,44.029999,44.439999,44.240002,39785900
"2015-07-09",45.220001,44.5,44.75,44.52,32424700
"2015-07-10",45.139999,44.57,45.009998,44.610001,25465800
"2015-07-13",45.619999,44.950001,44.98,45.540001,28178300
"2015-07-14",45.959999,45.310001,45.450001,45.619999,22880300
"2015-07-15",45.889999,45.43,45.68,45.759998,26629600
"2015-07-16",46.689999,45.970001,46.009998,46.66,26271700
"2015-07-17",46.779999,46.259998,46.549999,46.619999,29467100
"2015-07-20",47.130001,46.439999,46.650002,46.919998,30631900
"2015-07-21",47.330002,46.48,46.779999,47.279999,42781900
"2015-07-22",46.93,45.200001,45.439999,45.540001,59152400
"2015-07-23",46.23,45.099998,45.27,46.110001,33934000
"2015-07-24",46.32,45.799999,45.91,45.939999,32333200
"2015-07-27",46.009998,45.25,45.939999,45.349998,39701400
"2015-07-28",45.639999,44.790001,45.580002,45.34,34328900
"2015-07-29",46.779999,45.259998,45.400002,46.290001,40945900
"2015-07-30",47.400002,45.93,46.259998,46.880001,39777900
"2015-07-31",47.369999,46.5,47.290001,46.700001,31201500
"2015-08-03",47,46.450001,46.98,46.810001,24125900
